location,Year,Month,Value Column Name,Value,Last Updated,Source,ir_comments
"Argentina","2021","January","new_cases","301725","","Native",""
"Argentina","2021","January","new_deaths","4729","","Native",""
"Argentina","2021","January","% death","0.015673212362250395","","Visual Measure",""
"Argentina","2021","February","new_cases","180126","","Native",""
"Argentina","2021","February","new_deaths","3991","","Native",""
"Argentina","2021","February","% death","0.0221567125234558","","Visual Measure",""
"Argentina","2021","March","new_cases","241456","","Native",""
"Argentina","2021","March","new_deaths","3893","","Native",""
"Argentina","2021","March","% death","0.016123020343250943","","Visual Measure",""
"Argentina","2021","April","new_cases","420731","","Native",""
"Argentina","2021","April","new_deaths","4225","","Native",""
"Argentina","2021","April","% death","0.010042045867787256","","Visual Measure",""
"Poland","2020","January","new_cases",,"","Native",""
"Poland","2020","January","new_deaths",,"","Native",""
"Poland","2020","January","% death","","","Visual Measure",""
"Poland","2020","February","new_cases",,"","Native",""
"Poland","2020","February","new_deaths",,"","Native",""
"Poland","2020","February","% death","","","Visual Measure",""
"Poland","2020","March","new_cases","2311","","Native",""
"Poland","2020","March","new_deaths","33","","Native",""
"Poland","2020","March","% death","0.014279532669839896","","Visual Measure",""
"Poland","2020","April","new_cases","10566","","Native",""
"Poland","2020","April","new_deaths","611","","Native",""
"Poland","2020","April","% death","0.057826992239257996","","Visual Measure",""
"Poland","2020","May","new_cases","10909","","Native",""
"Poland","2020","May","new_deaths","420","","Native",""
"Poland","2020","May","% death","0.03850032083600697","","Visual Measure",""
"Poland","2020","June","new_cases","10607","","Native",""
"Poland","2020","June","new_deaths","399","","Native",""
"Poland","2020","June","% death","0.037616668237956064","","Visual Measure",""
"Poland","2020","July","new_cases","11295","","Native",""
"Poland","2020","July","new_deaths","253","","Native",""
"Poland","2020","July","% death","0.022399291722000884","","Visual Measure",""
"Poland","2020","August","new_cases","21684","","Native",""
"Poland","2020","August","new_deaths","323","","Native",""
"Poland","2020","August","% death","0.014895775687142593","","Visual Measure",""
"Poland","2020","September","new_cases","24142","","Native",""
"Poland","2020","September","new_deaths","474","","Native",""
"Poland","2020","September","% death","0.01963383315383978","","Visual Measure",""
"Poland","2020","October","new_cases","271217","","Native",""
"Poland","2020","October","new_deaths","3118","","Native",""
"Poland","2020","October","% death","0.011496329507368638","","Visual Measure",""
"Poland","2020","November","new_cases","628080","","Native",""
"Poland","2020","November","new_deaths","11519","","Native",""
"Poland","2020","November","% death","0.018340020379569482","","Visual Measure",""
"Poland","2020","December","new_cases","304067","","Native",""
"Poland","2020","December","new_deaths","11404","","Native",""
"Poland","2020","December","% death","0.03750489201393114","","Visual Measure",""
"Poland","2021","January","new_cases","218507","","Native",""
"Poland","2021","January","new_deaths","8626","","Native",""
"Poland","2021","January","% death","0.039476996160306074","","Visual Measure",""
"Poland","2021","February","new_cases","193601","","Native",""
"Poland","2021","February","new_deaths","6589","","Native",""
"Poland","2021","February","% death","0.034033915114074824","","Visual Measure",""
"Poland","2021","March","new_cases","614731","","Native",""
"Poland","2021","March","new_deaths","9276","","Native",""
"Poland","2021","March","% death","0.015089526963826453","","Visual Measure",""
"Poland","2021","April","new_cases","396776","","Native",""
"Poland","2021","April","new_deaths","10428","","Native",""
"Poland","2021","April","% death","0.026281831562392888","","Visual Measure",""
"Colombia","2020","January","new_cases",,"","Native",""
"Colombia","2020","January","new_deaths",,"","Native",""
"Colombia","2020","January","% death","","","Visual Measure",""
"Colombia","2020","February","new_cases",,"","Native",""
"Colombia","2020","February","new_deaths",,"","Native",""
"Colombia","2020","February","% death","","","Visual Measure",""
"Colombia","2020","March","new_cases","906","","Native",""
"Colombia","2020","March","new_deaths","16","","Native",""
"Colombia","2020","March","% death","0.017660044150110375","","Visual Measure",""
"Colombia","2020","April","new_cases","5601","","Native",""
"Colombia","2020","April","new_deaths","277","","Native",""
"Colombia","2020","April","% death","0.049455454383145865","","Visual Measure",""
"Colombia","2020","May","new_cases","22876","","Native",""
"Colombia","2020","May","new_deaths","646","","Native",""
"Colombia","2020","May","% death","0.02823920265780731","","Visual Measure",""
"Colombia","2020","June","new_cases","68463","","Native",""
"Colombia","2020","June","new_deaths","2395","","Native",""
"Colombia","2020","June","% death","0.0349823992521508","","Visual Measure",""
"Colombia","2020","July","new_cases","197662","","Native",""
"Colombia","2020","July","new_deaths","6771","","Native",""
"Colombia","2020","July","% death","0.03425544616567676","","Visual Measure",""
"Colombia","2020","August","new_cases","319586","","Native",""
"Colombia","2020","August","new_deaths","9557","","Native",""
"Colombia","2020","August","% death","0.02990431370585695","","Visual Measure",""
"Colombia","2020","September","new_cases","214585","","Native",""
"Colombia","2020","September","new_deaths","6336","","Native",""
"Colombia","2020","September","% death","0.02952676095719645","","Visual Measure",""
"Colombia","2020","October","new_cases","244505","","Native",""
"Colombia","2020","October","new_deaths","5316","","Native",""
"Colombia","2020","October","% death","0.021741886668984273","","Visual Measure",""
"Colombia","2020","November","new_cases","242622","","Native",""
"Colombia","2020","November","new_deaths","5452","","Native",""
"Colombia","2020","November","% death","0.02247116914377097","","Visual Measure",""
"Colombia","2020","December","new_cases","325969","","Native",""
"Colombia","2020","December","new_deaths","6447","","Native",""
"Colombia","2020","December","% death","0.01977795434535186","","Visual Measure",""
"Colombia","2021","January","new_cases","452109","","Native",""
"Colombia","2021","January","new_deaths","10770","","Native",""
"Colombia","2021","January","% death","0.02382168901747145","","Visual Measure",""
"Colombia","2021","February","new_cases","156806","","Native",""
"Colombia","2021","February","new_deaths","5783","","Native",""
"Colombia","2021","February","% death","0.03687996632781909","","Visual Measure",""
"Colombia","2021","March","new_cases","154687","","Native",""
"Colombia","2021","March","new_deaths","3656","","Native",""
"Colombia","2021","March","% death","0.023634823870137763","","Visual Measure",""
"Colombia","2021","April","new_cases","294936","","Native",""
"Colombia","2021","April","new_deaths","6174","","Native",""
"Colombia","2021","April","% death","0.0209333550329563","","Visual Measure",""
"Mexico","2020","January","new_cases",,"","Native",""
"Mexico","2020","January","new_deaths",,"","Native",""
"Mexico","2020","January","% death","","","Visual Measure",""
"Mexico","2020","February","new_cases","4","","Native",""
"Mexico","2020","February","new_deaths",,"","Native",""
"Mexico","2020","February","% death","0","","Visual Measure",""
"Mexico","2020","March","new_cases","1211","","Native",""
"Mexico","2020","March","new_deaths","29","","Native",""
"Mexico","2020","March","% death","0.023947151114781174","","Visual Measure",""
"Mexico","2020","April","new_cases","18009","","Native",""
"Mexico","2020","April","new_deaths","1830","","Native",""
"Mexico","2020","April","% death","0.10161585873729802","","Visual Measure",""
"Mexico","2020","May","new_cases","71440","","Native",""
"Mexico","2020","May","new_deaths","8071","","Native",""
"Mexico","2020","May","% death","0.11297592385218365","","Visual Measure",""
"Mexico","2020","June","new_cases","135425","","Native",""
"Mexico","2020","June","new_deaths","17839","","Native",""
"Mexico","2020","June","% death","0.1317260476278383","","Visual Measure",""
"Mexico","2020","July","new_cases","198548","","Native",""
"Mexico","2020","July","new_deaths","18919","","Native",""
"Mexico","2020","July","% death","0.09528678203759293","","Visual Measure",""
"Mexico","2020","August","new_cases","174923","","Native",""
"Mexico","2020","August","new_deaths","17726","","Native",""
"Mexico","2020","August","% death","0.10133601641865278","","Visual Measure",""
"Mexico","2020","September","new_cases","143656","","Native",""
"Mexico","2020","September","new_deaths","13232","","Native",""
"Mexico","2020","September","% death","0.09210892688088211","","Visual Measure",""
"Mexico","2020","October","new_cases","181746","","Native",""
"Mexico","2020","October","new_deaths","14107","","Native",""
"Mexico","2020","October","% death","0.0776193148680026","","Visual Measure",""
"Mexico","2020","November","new_cases","188581","","Native",""
"Mexico","2020","November","new_deaths","14187","","Native",""
"Mexico","2020","November","% death","0.07523027240284016","","Visual Measure",""
